Orthogroups,Ornithorhynchus_anatinus,Callithrix_jacchus,Cercocebus_atys,Macaca_fascicularis,Macaca_mulatta,Macaca_nemestrina,Papio_anubis,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Homo_sapiens,Canis_lupus_familiaris,Felis_catus,Equus_caballus,Sus_scrofa,Bos_taurus,Capra_hircus,Ovis_aries,Manis_javanica,Oryctolagus_cuniculus,Mus_musculus,Rattus_norvegicus,Cavia_porcellus,Heterocephalus_glaber,Monodelphis_domestica,Microcebus_murinus,Chlorocebus_sabaeus
Orthogroup_11381,ENSOANG00000041526,ENSCJAG00000012332,ENSCATG00000012151,ENSMFAG00000033979,ENSMMUG00000019715,ENSMNEG00000037218,ENSPANG00000011859,ENSGGOG00000005219,ENSPPAG00000039208,ENSPTRG00000046949,ENSG00000175414,ENSCAFG00000016697,ENSFCAG00000042295,ENSECAG00000029432,ENSSSCG00000029985,ENSBTAG00000025345,ENSCHIG00000009720,ENSOARG00000002098,108402206,NA,ENSMUSG00000025870,ENSRNOG00000045948,ENSCPOG00000001642,ENSHGLG00100008434,ENSMODG00000005237,NA,ENSCSAG00000009428
Orthogroup_11382,ENSOANG00000012620,ENSCJAG00000042954,ENSCATG00000039202,ENSMFAG00000003413,ENSMMUG00000019346,ENSMNEG00000028207,ENSPANG00000013441,ENSGGOG00000009358,ENSPPAG00000042013,ENSPTRG00000006478,ENSG00000139990,ENSCAFG00000016552,ENSFCAG00000029516,ENSECAG00000010524,ENSSSCG00000039701,ENSBTAG00000048519,ENSCHIG00000021848,ENSOARG00000021180,108391824,ENSOCUG00000010281,ENSMUSG00000049106,ENSRNOG00000004556,ENSCPOG00000032392,NA,ENSMODG00000010219,ENSMICG00000000646,ENSCSAG00000013098
Orthogroup_11383,ENSOANG00000030246,ENSCJAG00000020158,ENSCATG00000030855,ENSMFAG00000036169,ENSMMUG00000018345,ENSMNEG00000030811,ENSPANG00000022788,ENSGGOG00000002433,ENSPPAG00000042228,ENSPTRG00000020068,ENSG00000134020,ENSCAFG00000009270,ENSFCAG00000029653,ENSECAG00000023802,ENSSSCG00000009631,ENSBTAG00000015416,ENSCHIG00000018763,ENSOARG00000010191,108393204,NA,ENSMUSG00000022085,ENSRNOG00000026247,ENSCPOG00000015616,NA,NA,ENSMICG00000005019,ENSCSAG00000016301
Orthogroup_11384,ENSOANG00000043305,ENSCJAG00000006806,ENSCATG00000041261,ENSMFAG00000017605,ENSMMUG00000020374,ENSMNEG00000039580,ENSPANG00000021245,ENSGGOG00000009397,ENSPPAG00000041784,ENSPTRG00000006265,ENSG00000100906,ENSCAFG00000013418,ENSFCAG00000006671,NA,ENSSSCG00000001952,ENSBTAG00000016683,ENSCHIG00000010157,ENSOARG00000007502,108402523,ENSOCUG00000015642,ENSMUSG00000021025,ENSRNOG00000007390,ENSCPOG00000005455,ENSHGLG00100011244,ENSMODG00000012801,ENSMICG00000004403,ENSCSAG00000015526
Orthogroup_11385,ENSOANG00000043760,ENSCJAG00000022233,ENSCATG00000044862,ENSMFAG00000036792,ENSMMUG00000018956,ENSMNEG00000037400,ENSPANG00000035922,ENSGGOG00000001936,ENSPPAG00000018121,ENSPTRG00000015688,ENSG00000163888,ENSCAFG00000012575,NA,ENSECAG00000029306,ENSSSCG00000029888,ENSBTAG00000005657,ENSCHIG00000018201,NA,NA,NA,ENSMUSG00000051146,NA,NA,NA,ENSMODG00000002383,ENSMICG00000011168,ENSCSAG00000013676
Orthogroup_11386,ENSOANG00000005384,ENSCJAG00000019312,ENSCATG00000045311,ENSMFAG00000009017,ENSMMUG00000019443,ENSMNEG00000022363,ENSPANG00000003353,ENSGGOG00000011132,ENSPPAG00000001921,ENSPTRG00000052377,ENSG00000135604,ENSCAFG00000000322,ENSFCAG00000037591,ENSECAG00000000258,ENSSSCG00000004125,ENSBTAG00000011236,ENSCHIG00000007036,ENSOARG00000001786,108403947,ENSOCUG00000022748,ENSMUSG00000039232,ENSRNOG00000014902,ENSCPOG00000033180,ENSHGLG00100009854,ENSMODG00000023290,NA,ENSCSAG00000000188
Orthogroup_11387,ENSOANG00000004412,ENSCJAG00000001904,ENSCATG00000035406,ENSMFAG00000038314,ENSMMUG00000018442,ENSMNEG00000033032,NA,ENSGGOG00000002323,ENSPPAG00000028489,ENSPTRG00000018011,ENSG00000204305,ENSCAFG00000000777,ENSFCAG00000004529,ENSECAG00000020819,ENSSSCG00000001437,ENSBTAG00000014420,ENSCHIG00000013862,ENSOARG00000000355,108393802,ENSOCUG00000016426,ENSMUSG00000015452,ENSRNOG00000000439,ENSCPOG00000000590,ENSHGLG00100014391,ENSMODG00000014881,ENSMICG00000001823,ENSCSAG00000009312
Orthogroup_11388,ENSOANG00000010042,ENSCJAG00000017177,ENSCATG00000040904,ENSMFAG00000031263,ENSMMUG00000021009,ENSMNEG00000040870,ENSPANG00000003799,ENSGGOG00000007725,ENSPPAG00000035848,ENSPTRG00000017172,ENSG00000151304,ENSCAFG00000000512,ENSFCAG00000035118,ENSECAG00000015330,ENSSSCG00000022656,ENSBTAG00000014320,ENSCHIG00000019724,ENSOARG00000000329,108390291,ENSOCUG00000009556,ENSMUSG00000024528,ENSRNOG00000014808,ENSCPOG00000004695,NA,ENSMODG00000013487,ENSMICG00000013138,ENSCSAG00000014636
Orthogroup_11389,ENSOANG00000013017,ENSCJAG00000007569,ENSCATG00000000567,ENSMFAG00000042767,ENSMMUG00000003364,ENSMNEG00000042358,ENSPANG00000015707,ENSGGOG00000006077,ENSPPAG00000020907,ENSPTRG00000007359,ENSG00000140379,ENSCAFG00000013979,ENSFCAG00000012928,NA,ENSSSCG00000040010,ENSBTAG00000000735,ENSCHIG00000014131,ENSOARG00000015167,108408777,ENSOCUG00000011609,NA,ENSRNOG00000047606,ENSCPOG00000033645,ENSHGLG00100008955,ENSMODG00000019429,ENSMICG00000011383,ENSCSAG00000015060
Orthogroup_11390,ENSOANG00000005832,ENSCJAG00000012742,ENSCATG00000042250,ENSMFAG00000031426,ENSMMUG00000001254,ENSMNEG00000039151,ENSPANG00000011179,ENSGGOG00000008492,ENSPPAG00000040895,ENSPTRG00000007433,ENSG00000140534,ENSCAFG00000011961,ENSFCAG00000013349,ENSECAG00000021453,ENSSSCG00000040355,ENSBTAG00000002418,ENSCHIG00000008062,ENSOARG00000011578,108391654,NA,ENSMUSG00000046591,ENSRNOG00000015520,NA,ENSHGLG00100013787,ENSMODG00000024697,ENSMICG00000008265,ENSCSAG00000017156
Orthogroup_11391,ENSOANG00000005951,ENSCJAG00000007626,ENSCATG00000038009,ENSMFAG00000002201,ENSMMUG00000000208,ENSMNEG00000039052,ENSPANG00000016903,ENSGGOG00000024870,ENSPPAG00000029556,ENSPTRG00000020146,ENSG00000157168,ENSCAFG00000006371,ENSFCAG00000024086,ENSECAG00000021343,ENSSSCG00000015839,ENSBTAG00000004150,ENSCHIG00000002290,ENSOARG00000000229,108384493,ENSOCUG00000005836,ENSMUSG00000062991,ENSRNOG00000010392,ENSCPOG00000007781,ENSHGLG00100008279,ENSMODG00000018991,ENSMICG00000015565,ENSCSAG00000015800
Orthogroup_11392,ENSOANG00000040174,ENSCJAG00000009763,ENSCATG00000033963,NA,ENSMMUG00000010241,NA,ENSPANG00000000188,ENSGGOG00000007699,ENSPPAG00000021426,ENSPTRG00000000382,ENSG00000176092,ENSCAFG00000012511,ENSFCAG00000012808,ENSECAG00000021813,ENSSSCG00000033539,ENSBTAG00000005629,ENSCHIG00000000503,ENSOARG00000004720,108399014,ENSOCUG00000016959,ENSMUSG00000012123,ENSRNOG00000057957,ENSCPOG00000007086,ENSHGLG00100015414,ENSMODG00000014231,NA,NA
Orthogroup_11393,ENSOANG00000005434,ENSCJAG00000018227,ENSCATG00000042994,ENSMFAG00000032473,ENSMMUG00000009971,ENSMNEG00000043753,ENSPANG00000016351,ENSGGOG00000004543,ENSPPAG00000014838,ENSPTRG00000006657,ENSG00000100604,NA,ENSFCAG00000007474,NA,ENSSSCG00000002456,ENSBTAG00000009836,ENSCHIG00000015583,ENSOARG00000013347,NA,ENSOCUG00000025290,ENSMUSG00000021194,ENSRNOG00000052549,ENSCPOG00000014450,ENSHGLG00100000749,ENSMODG00000044209,ENSMICG00000001686,ENSCSAG00000011225
Orthogroup_11394,ENSOANG00000009687,ENSCJAG00000002572,ENSCATG00000042557,ENSMFAG00000043418,ENSMMUG00000001683,ENSMNEG00000035814,ENSPANG00000018145,ENSGGOG00000013225,ENSPPAG00000026895,ENSPTRG00000007003,ENSG00000128886,ENSCAFG00000013343,ENSFCAG00000006609,ENSECAG00000015723,ENSSSCG00000004699,ENSBTAG00000032132,ENSCHIG00000015271,ENSOARG00000011041,NA,ENSOCUG00000001158,ENSMUSG00000027246,ENSRNOG00000022868,ENSCPOG00000008194,ENSHGLG00100018557,ENSMODG00000017755,ENSMICG00000000121,ENSCSAG00000009467
Orthogroup_11395,ENSOANG00000041878,ENSCJAG00000007980,ENSCATG00000009857,ENSMFAG00000034546,ENSMMUG00000011564,ENSMNEG00000006230,ENSPANG00000015639,ENSGGOG00000005145,ENSPPAG00000042026,ENSPTRG00000007371,ENSG00000188869,ENSCAFG00000013775,ENSFCAG00000013957,ENSECAG00000015454,ENSSSCG00000001789,ENSBTAG00000012166,ENSCHIG00000021444,ENSOARG00000015839,108406981,ENSOCUG00000007772,ENSMUSG00000038540,ENSRNOG00000025088,ENSCPOG00000000308,ENSHGLG00100009457,ENSMODG00000019390,NA,ENSCSAG00000015148
Orthogroup_11396,ENSOANG00000030036,ENSCJAG00000017280,ENSCATG00000033330,ENSMFAG00000042642,ENSMMUG00000021010,ENSMNEG00000037334,ENSPANG00000000446,ENSGGOG00000040990,ENSPPAG00000014296,ENSPTRG00000006604,ENSG00000100433,ENSCAFG00000017343,ENSFCAG00000001433,ENSECAG00000023360,ENSSSCG00000002423,ENSBTAG00000019355,ENSCHIG00000016823,ENSOARG00000003086,108394450,ENSOCUG00000015561,ENSMUSG00000033854,ENSRNOG00000003813,ENSCPOG00000002228,ENSHGLG00100013987,ENSMODG00000003344,ENSMICG00000010200,ENSCSAG00000011598
Orthogroup_11397,ENSOANG00000014155,ENSCJAG00000001615,ENSCATG00000034048,ENSMFAG00000001363,ENSMMUG00000001821,ENSMNEG00000036044,ENSPANG00000022376,ENSGGOG00000011382,ENSPPAG00000040227,ENSPTRG00000002632,ENSG00000166348,ENSCAFG00000014835,ENSFCAG00000013719,ENSECAG00000013079,ENSSSCG00000010302,ENSBTAG00000011108,ENSCHIG00000016144,ENSOARG00000007789,108398754,ENSOCUG00000012547,ENSMUSG00000034235,ENSRNOG00000027012,ENSCPOG00000008020,ENSHGLG00100007980,ENSMODG00000000250,NA,ENSCSAG00000008866
Orthogroup_11398,ENSOANG00000015268,ENSCJAG00000032232,ENSCATG00000031987,ENSMFAG00000035533,ENSMMUG00000002497,ENSMNEG00000044181,ENSPANG00000023421,ENSGGOG00000016445,ENSPPAG00000033110,ENSPTRG00000023754,ENSG00000196453,ENSCAFG00000025145,ENSFCAG00000007553,ENSECAG00000013895,ENSSSCG00000016775,ENSBTAG00000002810,ENSCHIG00000022397,ENSOARG00000000284,108395718,ENSOCUG00000007975,ENSMUSG00000071477,ENSRNOG00000033639,ENSCPOG00000014359,ENSHGLG00100015922,ENSMODG00000002329,NA,ENSCSAG00000006994
Orthogroup_11399,ENSOANG00000041564,ENSCJAG00000008170,ENSCATG00000011377,ENSMFAG00000002248,ENSMMUG00000006009,ENSMNEG00000030948,ENSPANG00000019643,ENSGGOG00000007398,ENSPPAG00000035182,ENSPTRG00000006158,ENSG00000139880,ENSCAFG00000011398,ENSFCAG00000002331,ENSECAG00000019730,ENSSSCG00000002037,ENSBTAG00000011349,ENSCHIG00000012466,ENSOARG00000019374,108400034,ENSOCUG00000013116,ENSMUSG00000059674,ENSRNOG00000013503,ENSCPOG00000013121,ENSHGLG00100010203,ENSMODG00000005152,ENSMICG00000002564,ENSCSAG00000016106
Orthogroup_11400,ENSOANG00000047838,ENSCJAG00000021407,ENSCATG00000031805,ENSMFAG00000040568,ENSMMUG00000002663,ENSMNEG00000030899,ENSPANG00000024706,ENSGGOG00000016271,ENSPPAG00000023611,NA,ENSG00000160973,ENSCAFG00000001632,ENSFCAG00000023802,ENSECAG00000011766,ENSSSCG00000005902,ENSBTAG00000004761,ENSCHIG00000015536,ENSOARG00000012986,NA,ENSOCUG00000023626,ENSMUSG00000033837,ENSRNOG00000015371,ENSCPOG00000009899,ENSHGLG00100008069,ENSMODG00000010944,NA,ENSCSAG00000008312
Orthogroup_11401,ENSOANG00000015633,ENSCJAG00000017345,ENSCATG00000026685,ENSMFAG00000032254,ENSMMUG00000004603,ENSMNEG00000013027,ENSPANG00000012704,ENSGGOG00000010278,ENSPPAG00000035751,ENSPTRG00000006608,ENSG00000100722,ENSCAFG00000017415,ENSFCAG00000012898,ENSECAG00000013214,ENSSSCG00000002426,ENSBTAG00000030453,ENSCHIG00000022904,ENSOARG00000003198,108409354,NA,ENSMUSG00000021012,ENSRNOG00000004083,ENSCPOG00000013632,ENSHGLG00100014539,ENSMODG00000003282,ENSMICG00000016669,ENSCSAG00000011569
Orthogroup_11402,ENSOANG00000047911,ENSCJAG00000016833,ENSCATG00000044418,ENSMFAG00000036960,ENSMMUG00000010301,ENSMNEG00000029541,ENSPANG00000010408,ENSGGOG00000008570,ENSPPAG00000035164,ENSPTRG00000017306,ENSG00000158458,ENSCAFG00000005731,ENSFCAG00000021921,ENSECAG00000013341,ENSSSCG00000021082,ENSBTAG00000010689,ENSCHIG00000011115,ENSOARG00000017394,108394742,NA,ENSMUSG00000060275,ENSRNOG00000019093,ENSCPOG00000020136,NA,ENSMODG00000011737,NA,ENSCSAG00000012979
Orthogroup_11403,ENSOANG00000011346,ENSCJAG00000004090,ENSCATG00000039537,ENSMFAG00000012467,ENSMMUG00000011245,ENSMNEG00000032612,ENSPANG00000015945,ENSGGOG00000002690,ENSPPAG00000007486,ENSPTRG00000008422,ENSG00000103196,ENSCAFG00000019943,ENSFCAG00000010832,ENSECAG00000024636,ENSSSCG00000002669,ENSBTAG00000021176,ENSCHIG00000024115,ENSOARG00000011051,108407996,ENSOCUG00000029358,ENSMUSG00000031825,ENSRNOG00000016752,NA,ENSHGLG00100006728,ENSMODG00000004706,ENSMICG00000002251,ENSCSAG00000003164
Orthogroup_11404,ENSOANG00000036638,ENSCJAG00000011622,ENSCATG00000041959,ENSMFAG00000000932,ENSMMUG00000000500,ENSMNEG00000043137,ENSPANG00000024066,ENSGGOG00000014902,ENSPPAG00000042837,ENSPTRG00000018754,ENSG00000164694,ENSCAFG00000000667,ENSFCAG00000022317,ENSECAG00000000239,ENSSSCG00000004052,ENSBTAG00000003938,ENSCHIG00000023614,ENSOARG00000004493,108392597,ENSOCUG00000015039,ENSMUSG00000071984,ENSRNOG00000030210,ENSCPOG00000006443,ENSHGLG00100014187,ENSMODG00000007540,ENSMICG00000010483,ENSCSAG00000012645
Orthogroup_11405,ENSOANG00000005385,ENSCJAG00000018679,ENSCATG00000033629,ENSMFAG00000042587,ENSMMUG00000002526,ENSMNEG00000041701,ENSPANG00000011609,ENSGGOG00000015253,ENSPPAG00000038774,ENSPTRG00000001910,ENSG00000263528,ENSCAFG00000010239,ENSFCAG00000013778,ENSECAG00000000352,ENSSSCG00000015644,ENSBTAG00000010408,ENSCHIG00000012098,ENSOARG00000005570,108390202,NA,ENSMUSG00000042349,ENSRNOG00000025100,ENSCPOG00000008923,ENSHGLG00100002974,ENSMODG00000002016,ENSMICG00000010881,ENSCSAG00000014917
Orthogroup_11406,ENSOANG00000042437,ENSCJAG00000016011,ENSCATG00000044285,ENSMFAG00000036120,ENSMMUG00000000687,ENSMNEG00000043750,NA,ENSGGOG00000002074,ENSPPAG00000019920,ENSPTRG00000018102,ENSG00000010030,ENSCAFG00000001394,ENSFCAG00000001082,ENSECAG00000014519,ENSSSCG00000001561,NA,NA,NA,108390132,ENSOCUG00000024492,NA,NA,NA,NA,ENSMODG00000013561,NA,ENSCSAG00000010241
Orthogroup_11407,ENSOANG00000047778,ENSCJAG00000021668,ENSCATG00000031205,ENSMFAG00000039597,ENSMMUG00000003872,ENSMNEG00000039053,ENSPANG00000023572,ENSGGOG00000006585,ENSPPAG00000030717,ENSPTRG00000018042,ENSG00000237441,ENSCAFG00000000963,NA,ENSECAG00000000906,ENSSSCG00000001506,ENSBTAG00000016827,ENSCHIG00000009307,ENSOARG00000009312,NA,ENSOCUG00000026930,ENSMUSG00000041354,ENSRNOG00000000474,ENSCPOG00000012737,ENSHGLG00100016528,ENSMODG00000014185,ENSMICG00000000926,ENSCSAG00000009562
Orthogroup_11408,ENSOANG00000043297,ENSCJAG00000077479,ENSCATG00000032881,ENSMFAG00000035989,ENSMMUG00000009015,ENSMNEG00000042913,ENSPANG00000014876,ENSGGOG00000013520,ENSPPAG00000036137,ENSPTRG00000051548,ENSG00000126903,ENSCAFG00000019591,ENSFCAG00000022989,ENSECAG00000013796,ENSSSCG00000025766,ENSBTAG00000014333,NA,NA,108400825,NA,ENSMUSG00000032806,ENSRNOG00000060580,ENSCPOG00000007289,ENSHGLG00100008196,ENSMODG00000009006,ENSMICG00000016468,ENSCSAG00000000522
Orthogroup_11409,ENSOANG00000046384,ENSCJAG00000004063,ENSCATG00000010691,ENSMFAG00000044645,ENSMMUG00000021171,ENSMNEG00000045497,ENSPANG00000007121,ENSGGOG00000001099,ENSPPAG00000035598,ENSPTRG00000029679,ENSG00000124701,ENSCAFG00000001575,ENSFCAG00000004108,ENSECAG00000006576,ENSSSCG00000036018,ENSBTAG00000005974,ENSCHIG00000026348,ENSOARG00000000820,108392701,ENSOCUG00000028008,ENSMUSG00000040694,ENSRNOG00000012303,ENSCPOG00000036103,ENSHGLG00100019442,ENSMODG00000013088,ENSMICG00000009674,ENSCSAG00000011177
Orthogroup_11410,ENSOANG00000046758,ENSCJAG00000003529,ENSCATG00000012460,ENSMFAG00000042480,ENSMMUG00000004230,ENSMNEG00000039050,ENSPANG00000047307,ENSGGOG00000024682,ENSPPAG00000041516,ENSPTRG00000029335,ENSG00000164488,ENSCAFG00000000866,ENSFCAG00000040491,ENSECAG00000013363,ENSSSCG00000031703,ENSBTAG00000031532,NA,ENSOARG00000005007,108386907,ENSOCUG00000009993,ENSMUSG00000048826,ENSRNOG00000022921,ENSCPOG00000004731,ENSHGLG00100008395,ENSMODG00000005818,ENSMICG00000002602,ENSCSAG00000011983
Orthogroup_11411,ENSOANG00000001751,ENSCJAG00000008637,ENSCATG00000039347,ENSMFAG00000037172,ENSMMUG00000001063,ENSMNEG00000035013,ENSPANG00000050694,ENSGGOG00000025867,ENSPPAG00000039831,ENSPTRG00000016711,ENSG00000164151,ENSCAFG00000010355,ENSFCAG00000027435,ENSECAG00000023968,ENSSSCG00000031547,ENSBTAG00000018501,ENSCHIG00000024007,ENSOARG00000015339,108388237,ENSOCUG00000022005,ENSMUSG00000034525,ENSRNOG00000023053,NA,ENSHGLG00100007353,ENSMODG00000001540,NA,ENSCSAG00000017344
Orthogroup_11412,ENSOANG00000002219,ENSCJAG00000000034,ENSCATG00000017771,ENSMFAG00000001092,ENSMMUG00000021113,ENSMNEG00000032177,ENSPANG00000007133,ENSGGOG00000014179,ENSPPAG00000039378,ENSPTRG00000020431,ENSG00000156162,ENSCAFG00000009331,ENSFCAG00000022014,ENSECAG00000024125,ENSSSCG00000006098,ENSBTAG00000013621,ENSCHIG00000020474,ENSOARG00000006836,108397097,ENSOCUG00000001317,ENSMUSG00000045205,ENSRNOG00000025416,ENSCPOG00000013388,ENSHGLG00100007971,ENSMODG00000007155,NA,ENSCSAG00000012593
Orthogroup_11413,ENSOANG00000005447,ENSCJAG00000002068,ENSCATG00000035258,ENSMFAG00000035325,ENSMMUG00000001893,ENSMNEG00000034978,ENSPANG00000004115,NA,ENSPPAG00000019428,ENSPTRG00000016887,ENSG00000134352,ENSCAFG00000006897,ENSFCAG00000010859,ENSECAG00000019750,ENSSSCG00000016916,ENSBTAG00000017745,ENSCHIG00000008069,ENSOARG00000007507,108393228,ENSOCUG00000007839,ENSMUSG00000021756,ENSRNOG00000013963,ENSCPOG00000013354,ENSHGLG00100000251,ENSMODG00000019517,ENSMICG00000011533,ENSCSAG00000016226
Orthogroup_11414,ENSOANG00000038433,ENSCJAG00000017624,ENSCATG00000030935,ENSMFAG00000045503,ENSMMUG00000011069,ENSMNEG00000029845,ENSPANG00000015996,ENSGGOG00000001769,ENSPPAG00000038651,ENSPTRG00000007278,ENSG00000179335,ENSCAFG00000017904,ENSFCAG00000031747,ENSECAG00000022269,ENSSSCG00000001904,ENSBTAG00000007304,ENSCHIG00000014297,ENSOARG00000003541,108400350,ENSOCUG00000017733,ENSMUSG00000032316,ENSRNOG00000030126,ENSCPOG00000022068,ENSHGLG00100013940,NA,ENSMICG00000009550,ENSCSAG00000014234
Orthogroup_11415,ENSOANG00000036131,ENSCJAG00000006069,ENSCATG00000042563,ENSMFAG00000036170,ENSMMUG00000012263,ENSMNEG00000045276,ENSPANG00000015420,ENSGGOG00000015810,ENSPPAG00000018063,ENSPTRG00000014992,NA,ENSCAFG00000023201,ENSFCAG00000035015,ENSECAG00000014294,ENSSSCG00000011436,ENSBTAG00000018198,ENSCHIG00000024325,ENSOARG00000006162,108404439,NA,ENSMUSG00000045322,ENSRNOG00000048161,ENSCPOG00000034913,NA,ENSMODG00000011665,NA,ENSCSAG00000013839
Orthogroup_11416,ENSOANG00000047145,ENSCJAG00000040689,ENSCATG00000038905,ENSMFAG00000044085,ENSMMUG00000014020,ENSMNEG00000020877,ENSPANG00000021758,ENSGGOG00000023940,ENSPPAG00000030290,NA,NA,NA,ENSFCAG00000045175,ENSECAG00000000206,ENSSSCG00000001001,ENSBTAG00000015176,ENSCHIG00000021666,ENSOARG00000000354,NA,ENSOCUG00000016148,ENSMUSG00000021415,ENSRNOG00000033763,NA,NA,ENSMODG00000036689,ENSMICG00000007923,NA
Orthogroup_11417,ENSOANG00000010829,ENSCJAG00000008570,ENSCATG00000038597,ENSMFAG00000034463,ENSMMUG00000012547,ENSMNEG00000036753,ENSPANG00000010449,ENSGGOG00000005081,ENSPPAG00000028538,ENSPTRG00000019040,ENSG00000106100,ENSCAFG00000003074,ENSFCAG00000012184,ENSECAG00000013825,ENSSSCG00000016678,ENSBTAG00000038235,ENSCHIG00000019284,ENSOARG00000008243,108408720,ENSOCUG00000005277,ENSMUSG00000038058,ENSRNOG00000010629,ENSCPOG00000014360,ENSHGLG00100005486,ENSMODG00000015275,ENSMICG00000012125,ENSCSAG00000014514
Orthogroup_11418,ENSOANG00000020608,NA,ENSCATG00000032944,ENSMFAG00000001205,ENSMMUG00000001707,ENSMNEG00000029415,ENSPANG00000006033,ENSGGOG00000015880,ENSPPAG00000039248,ENSPTRG00000033999,ENSG00000113108,ENSCAFG00000005825,ENSFCAG00000001276,ENSECAG00000003436,ENSSSCG00000014366,ENSBTAG00000001450,ENSCHIG00000019518,ENSOARG00000018153,108392127,ENSOCUG00000009817,ENSMUSG00000117679,ENSRNOG00000017849,ENSCPOG00000006384,ENSHGLG00100006046,ENSMODG00000011490,ENSMICG00000000372,ENSCSAG00000012804
Orthogroup_11419,ENSOANG00000048775,ENSCJAG00000002152,ENSCATG00000040708,ENSMFAG00000042794,ENSMMUG00000012389,ENSMNEG00000030285,ENSPANG00000009304,ENSGGOG00000015237,ENSPPAG00000043927,ENSPTRG00000016893,ENSG00000155545,ENSCAFG00000006929,ENSFCAG00000024666,ENSECAG00000012867,ENSSSCG00000016920,ENSBTAG00000014248,ENSCHIG00000018553,ENSOARG00000007314,108394797,ENSOCUG00000003134,ENSMUSG00000032727,ENSRNOG00000013121,NA,ENSHGLG00100001197,ENSMODG00000019529,NA,ENSCSAG00000016165
Orthogroup_11420,ENSOANG00000015382,ENSCJAG00000015437,ENSCATG00000034457,ENSMFAG00000006030,ENSMMUG00000001849,ENSMNEG00000043242,ENSPANG00000011489,ENSGGOG00000001078,ENSPPAG00000043636,ENSPTRG00000014563,ENSG00000091181,ENSCAFG00000005991,ENSFCAG00000000652,ENSECAG00000022503,ENSSSCG00000011528,ENSBTAG00000000273,ENSCHIG00000011708,ENSOARG00000008664,108390628,ENSOCUG00000015601,ENSMUSG00000005364,ENSRNOG00000005954,ENSCPOG00000007845,ENSHGLG00100013844,ENSMODG00000004351,ENSMICG00000016598,ENSCSAG00000011082
Orthogroup_11421,ENSOANG00000004701,ENSCJAG00000020706,ENSCATG00000033657,ENSMFAG00000040191,ENSMMUG00000012124,ENSMNEG00000033484,ENSPANG00000018611,ENSGGOG00000027860,ENSPPAG00000041758,ENSPTRG00000031491,ENSG00000204618,ENSCAFG00000012193,ENSFCAG00000045253,ENSECAG00000018987,ENSSSCG00000025208,ENSBTAG00000052499,ENSCHIG00000015580,ENSOARG00000016350,108403366,ENSOCUG00000015653,ENSMUSG00000036492,ENSRNOG00000000781,NA,NA,NA,NA,ENSCSAG00000008112
Orthogroup_11422,ENSOANG00000049699,ENSCJAG00000020701,ENSCATG00000033997,ENSMFAG00000039062,ENSMMUG00000012129,ENSMNEG00000007952,ENSPANG00000030473,ENSGGOG00000016366,ENSPPAG00000013025,ENSPTRG00000017919,ENSG00000204613,ENSCAFG00000012200,ENSFCAG00000032671,ENSECAG00000001467,ENSSSCG00000001234,ENSBTAG00000007530,ENSCHIG00000016896,ENSOARG00000016038,108391350,ENSOCUG00000015679,ENSMUSG00000073400,ENSRNOG00000000782,ENSCPOG00000000013,ENSHGLG00100008541,ENSMODG00000016017,ENSMICG00000002903,ENSCSAG00000008129
Orthogroup_11423,ENSOANG00000047360,ENSCJAG00000080222,ENSCATG00000045125,ENSMFAG00000030813,ENSMMUG00000023112,ENSMNEG00000032467,ENSPANG00000024527,ENSGGOG00000000511,ENSPPAG00000043804,ENSPTRG00000020100,ENSG00000120907,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000000775,ENSMUSG00000045875,ENSRNOG00000009522,ENSCPOG00000038399,ENSHGLG00100006764,ENSMODG00000016673,ENSMICG00000015812,ENSCSAG00000016022
Orthogroup_11424,ENSOANG00000048313,ENSCJAG00000006119,ENSCATG00000045250,ENSMFAG00000031853,ENSMMUG00000022950,ENSMNEG00000037530,ENSPANG00000021646,ENSGGOG00000015284,ENSPPAG00000037988,ENSPTRG00000018467,ENSG00000112320,ENSCAFG00000003738,ENSFCAG00000028431,ENSECAG00000036081,ENSSSCG00000004379,ENSBTAG00000019175,ENSCHIG00000007832,ENSOARG00000010989,108407562,ENSOCUG00000027804,ENSMUSG00000038248,ENSRNOG00000000316,ENSCPOG00000012904,NA,ENSMODG00000018014,ENSMICG00000004150,ENSCSAG00000014908
Orthogroup_11425,ENSOANG00000000492,ENSCJAG00000045391,ENSCATG00000037345,ENSMFAG00000041264,ENSMMUG00000043727,ENSMNEG00000030504,ENSPANG00000017486,ENSGGOG00000000500,ENSPPAG00000022034,ENSPTRG00000030181,ENSG00000175105,ENSCAFG00000024833,ENSFCAG00000029279,ENSECAG00000005293,ENSSSCG00000036885,ENSBTAG00000023675,ENSCHIG00000014626,ENSOARG00000017077,108395162,NA,ENSMUSG00000047141,ENSRNOG00000029956,ENSCPOG00000013512,ENSHGLG00100012482,ENSMODG00000016943,NA,ENSCSAG00000005929
Orthogroup_11426,NA,ENSCJAG00000011068,ENSCATG00000003951,NA,ENSMMUG00000021971,NA,NA,NA,NA,NA,NA,ENSCAFG00000025038,ENSFCAG00000029717,NA,ENSSSCG00000001132,ENSBTAG00000031753,ENSCHIG00000022347,ENSOARG00000000198,108396294,NA,NA,NA,NA,ENSHGLG00100015390,ENSMODG00000047634,ENSMICG00000017432,ENSCSAG00000007916
